genome_id	assembly_id	phylum	class	domain	order	family	genus	species	GTDB_version	completeness	contamination	genome_size	genome_gc	genome_n50	contigs	Release	coding_density
EHM054136	EHA03586	p__Bacillota	c__Bacilli	d__Bacteria	o__RFN20	f__CAG-449	g__	s__	2.3.0	96.85	0.02	1583322	0.3	99224	29		0.904
EHM054137	EHA03586	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	2.3.0	93.87	2.35	4927614	0.43	43737	174		0.89
EHM054138	EHA03586	p__Pseudomonadota	c__Gammaproteobacteria	d__Bacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter portucalensis	2.3.0	86.85	6.49	4967012	0.52	44416	183		0.883
EHM054139	EHA03586	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__	2.3.0	70.95	6.95	2418949	0.48	4189	637		0.908
EHM054140	EHA03586	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	85.58	2.69	3521505	0.5	12220	395		0.912
EHM054141	EHA03586	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	72.86	5.54	2970769	0.47	35585	143		0.903
EHM054142	EHA03586	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	54.23	9.33	2609969	0.48	9481	305		0.906
EHM054143	EHA03586	p__Pseudomonadota	c__Gammaproteobacteria	d__Bacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter ludwigii	2.3.0	68.55	2.21	3612514	0.55	16191	286		0.897
EHM054144	EHA03586	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Coprobacillaceae	g__Thomasclavelia	s__	2.3.0	59.54	6.84	1874803	0.31	2316	800		0.826
EHM054145	EHA03586	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	50.24	3.13	2797565	0.42	51329	117		0.911
EHM054146	EHA03586	p__Pseudomonadota	c__Gammaproteobacteria	d__Bacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae	2.3.0	62.23	3.44	3462840	0.59	5098	831		0.899
EHM054147	EHA03586	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	77.86	4.56	3677702	0.46	10414	471		0.903
EHM054148	EHA03586	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__CAG-314	g__	s__	2.3.0	93.77	0.15	1378311	0.42	112770	23		0.902
EHM054149	EHA03586	p__Pseudomonadota	c__Gammaproteobacteria	d__Bacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kosakonia	s__Kosakonia oryzae	2.3.0	97.88	4.76	5478696	0.54	138210	85		0.885
EHM054150	EHA03586	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Acutalibacteraceae	g__Howiella	s__	2.3.0	97.14	0	2338801	0.49	70471	56		0.888
EHM054151	EHA03586	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__	s__	2.3.0	67.56	0.57	1050992	0.55	2714	403		0.894
EHM054152	EHA03586	p__Bacillota	c__Bacilli	d__Bacteria	o__Acholeplasmatales	f__Anaeroplasmataceae	g__Anaeroplasma	s__	2.3.0	95.65	0.2	1752461	0.32	68401	48		0.858
EHM054153	EHA03586	p__Halobacteriota	c__Methanosarcinia	d__Archaea	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanimicrococcus	s__	2.3.0	78.87	0	1626048	0.47	181468	17		0.905
EHM056167	EHA03986	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__MGBC116941	g__MGBC116941	s__	2.3.0	97.31	0	1957851	0.41	92099	50		0.879
EHM056168	EHA03986	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__	2.3.0	96.89	0	2466841	0.4	175781	70		0.867
EHM056169	EHA03986	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__	g__	s__	2.3.0	100	0	1102807	0.31	243498	43		0.876
EHM056170	EHA03986	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	61.51	0.98	2280838	0.32	4511	569		0.862
EHM056171	EHA03986	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__	2.3.0	98.04	1.01	4315830	0.41	42404	153		0.896
EHM056172	EHA03986	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Clostridiales	f__Clostridiaceae	g__Sarcina	s__	2.3.0	57.56	9.73	2236174	0.28	24375	139		0.874
EHM056173	EHA03986	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__	2.3.0	99.14	0.24	3725380	0.55	169984	60		0.906
EHM056174	EHA03986	p__Bacillota_A	c__Clostridia	d__Bacteria	o__TANB77	f__CAG-508	g__CAG-269	s__	2.3.0	67.25	2.32	1241536	0.26	22552	73		0.871
EHM056175	EHA03986	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__	2.3.0	70.14	7.83	2984842	0.55	4909	654		0.909
EHM056176	EHA03986	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Clostridiales	f__Clostridiaceae	g__Sarcina	s__	2.3.0	57.09	8.84	3102726	0.26	13944	309		0.829
EHM056177	EHA03986	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__	2.3.0	65.7	6.94	906909	0.3	12945	116		0.895
EHM056178	EHA03986	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Breznakia	s__	2.3.0	97.69	1.39	2590442	0.3	52797	89		0.902
EHM056179	EHA03986	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sardiniense	2.3.0	50.92	8.84	839884	0.3	4190	238		0.919
EHM056180	EHA03986	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Coprobacillaceae	g__Coprobacillus	s__	2.3.0	50.58	1.42	1738846	0.31	3421	555		0.9
EHM056181	EHA03986	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Ruthenibacterium	s__	2.3.0	94.71	3.08	2837559	0.53	13824	325		0.888
EHM056182	EHA03986	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__RGIG1896	s__	2.3.0	97.19	0.03	2716948	0.39	106458	36		0.898
EHM056183	EHA03986	p__Bacillota	c__Bacilli	d__Bacteria	o__RF39	f__UBA660	g__Faecimonas	s__	2.3.0	97.09	4.04	1521749	0.3	81148	43		0.896
EHM056184	EHA03986	p__Bacillota	c__Bacilli	d__Bacteria	o__RF39	f__UBA660	g__Coprosoma	s__	2.3.0	71.52	3.92	992566	0.31	4163	267		0.911
EHM056185	EHA03986	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Peptostreptococcales	f__Anaerovoracaceae	g__IOR16	s__	2.3.0	69.47	0.34	1742793	0.48	3740	516		0.89
EHM056186	EHA03986	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__	2.3.0	99.39	0.45	4064867	0.42	97834	104		0.876
EHM056187	EHA03989	p__Pseudomonadota	c__Gammaproteobacteria	d__Bacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella enterica	2.3.0	100	0.47	4599732	0.52	39168	177		0.88
EHM056188	EHA03989	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA3700	g__	s__	2.3.0	94.29	0.02	2114495	0.38	196160	20		0.84
EHM056189	EHA03989	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA1242	g__Caccovivens	s__	2.3.0	99.19	0.2	1151257	0.37	131575	14		0.873
EHM056190	EHA03989	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__JAAYNV01	s__	2.3.0	97.28	0.87	4452837	0.46	65662	126		0.886
EHM056191	EHA03989	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__	2.3.0	91.55	0.01	2296533	0.4	73432	65		0.871
EHM056192	EHA03989	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	87.66	0.48	3931267	0.47	42348	148		0.9
EHM056193	EHA03989	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	2.3.0	93.13	2.1	3750582	0.57	10342	521		0.862
EHM056194	EHA03989	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA1242	g__Caccovivens	s__	2.3.0	80.68	2.27	817725	0.34	4383	218		0.912
EHM056195	EHA03989	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	2.3.0	95.67	1.63	5703148	0.43	98006	103		0.894
EHM056196	EHA03989	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__DTU072	g__	s__	2.3.0	94.3	0.01	2112836	0.48	147371	34		0.916
EHM056197	EHA03989	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA3700	g__	s__	2.3.0	95.98	0	1890828	0.41	87154	38		0.889
EHM056198	EHA03989	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	2.3.0	99.91	0.04	2832355	0.6	59359	81		0.882
EHM056199	EHA03989	p__Spirochaetota	c__Brevinematia	d__Bacteria	o__Brevinematales	f__Brevinemataceae	g__Brevinema	s__	2.3.0	97.77	0.18	1683271	0.36	39318	80		0.904
EHM056200	EHA03989	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	88.93	2.17	4703950	0.45	71841	111		0.912
EHM056201	EHA03989	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	51.77	9.26	2897044	0.48	31795	141		0.888
EHM056202	EHA03989	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	64.46	3.84	2605165	0.38	5740	515		0.896
EHM056203	EHA03989	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	86.61	0.73	3273458	0.5	7407	529		0.911
EHM056204	EHA03989	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	85.63	8.63	4107027	0.44	10294	469		0.902
EHM056205	EHA03989	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	70.81	2.21	3180791	0.48	15594	287		0.9
EHM056206	EHA03989	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	87.36	4.59	4532217	0.42	56504	137		0.901
EHM056207	EHA03989	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	52.38	3.6	2030138	0.44	2928	725		0.906
EHM056208	EHA03989	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides goldsteinii	2.3.0	98.48	2.79	6615099	0.43	92146	122		0.91
EHM056209	EHA03989	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	95.34	0.26	3592475	0.42	70543	91		0.892
EHM056210	EHA03989	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA3700	g__	s__	2.3.0	96.07	0.29	1777002	0.36	102153	22		0.87
EHM056211	EHA03989	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA1242	g__	s__	2.3.0	94.08	2.05	1165346	0.3	20375	96		0.893
EHM056212	EHA03989	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	92.36	0.55	4340874	0.48	28316	235		0.895
EHM056213	EHA03989	p__Cyanobacteriota	c__Vampirovibrionia	d__Bacteria	o__Gastranaerophilales	f__RUG14156	g__RUG14156	s__	2.3.0	58.67	4.7	1116133	0.33	2239	489		0.922
EHM056214	EHA03989	p__Campylobacterota	c__Campylobacteria	d__Bacteria	o__Campylobacterales	f__Helicobacteraceae	g__NHYM01	s__	2.3.0	99.86	0.01	1595771	0.32	232646	11		0.919
EHM056215	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	96.79	0.43	3675231	0.42	72294	92		0.892
EHM056216	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	2.3.0	77.24	2.17	2733478	0.49	5237	605		0.879
EHM056217	EHA03992	p__Pseudomonadota	c__Gammaproteobacteria	d__Bacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Plesiomonas	s__Plesiomonas shigelloides	2.3.0	100	0.33	3844363	0.51	157924	46		0.848
EHM056218	EHA03992	p__Fusobacteriota	c__Fusobacteriia	d__Bacteria	o__Fusobacteriales	f__Fusobacteriaceae	g__Cetobacterium_A	s__Cetobacterium_A somerae	2.3.0	85.01	6.07	2559267	0.29	3878	749		0.92
EHM056219	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__	2.3.0	84.11	0.13	2536623	0.43	7793	421		0.861
EHM056220	EHA03992	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__Rickettsiales	f__UBA1997	g__CALXRO01	s__	2.3.0	96.74	0	901179	0.28	94631	26		0.909
EHM056221	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__	2.3.0	97.88	0.56	4265381	0.41	46554	144		0.902
EHM056222	EHA03992	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	76.87	1.96	3070989	0.43	5211	678		0.902
EHM056223	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Lacrimispora	s__	2.3.0	99.89	1.44	3993925	0.45	70824	73		0.889
EHM056224	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__JAAYNV01	s__	2.3.0	96.04	0.99	3488855	0.45	41265	132		0.892
EHM056225	EHA03992	p__Bacillota_C	c__Negativicutes	d__Bacteria	o__Selenomonadales	f__	g__	s__	2.3.0	81.74	3.73	2558519	0.54	5266	589		0.868
EHM056226	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	51.06	9.37	2439113	0.42	2466	984		0.876
EHM056227	EHA03992	p__Campylobacterota	c__Campylobacteria	d__Bacteria	o__Campylobacterales	f__Helicobacteraceae	g__NHYM01	s__	2.3.0	82.53	2.02	1402880	0.32	6277	278		0.925
EHM056228	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__	2.3.0	97.91	2.41	2666260	0.4	117894	124		0.861
EHM056229	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__	2.3.0	96.5	0.54	3235409	0.42	23224	217		0.893
EHM056230	EHA03992	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	95.9	0.75	3416889	0.58	9430	481		0.858
EHM056231	EHA03992	p__Spirochaetota	c__Brevinematia	d__Bacteria	o__Brevinematales	f__Brevinemataceae	g__Brevinema	s__	2.3.0	97.67	0.07	1515899	0.37	49149	44		0.909
EHM056232	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	96.6	0.4	4764920	0.32	23606	284		0.782
EHM056233	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CHH4-2	s__	2.3.0	54.75	2.38	2196055	0.43	3845	630		0.87
EHM056234	EHA03992	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	2.3.0	88.05	3.99	5579099	0.43	21692	353		0.895
EHM056235	EHA03992	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__UBA3830	f__UBA3830	g__	s__	2.3.0	97.06	0.72	1246191	0.35	49059	63		0.894
EHM056236	EHA03992	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__UBA3830	f__UBA3830	g__	s__	2.3.0	77.49	0.38	1104865	0.32	36697	42		0.844
EHM056237	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA3700	g__	s__	2.3.0	95.73	0.2	2063423	0.38	206115	26		0.837
EHM056238	EHA03992	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides goldsteinii	2.3.0	97.5	4.35	6351998	0.43	71900	142		0.911
EHM056239	EHA03992	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides gordonii	2.3.0	71.48	2.53	4606455	0.45	15659	382		0.917
EHM056240	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__JAAYNV01	s__	2.3.0	75.54	0	2970810	0.47	26966	155		0.895
EHM056241	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	91.52	0.19	3810324	0.32	83112	79		0.854
EHM056242	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	2.3.0	51.01	2.78	1425664	0.59	2803	519		0.886
EHM056243	EHA03992	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__RGIG4733	s__	2.3.0	74.73	0.58	2546514	0.43	12566	267		0.911
EHM056244	EHA03992	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__	2.3.0	77.62	1.75	2413872	0.56	4657	608		0.848
EHM056245	EHA03992	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	94.5	3.41	5111283	0.48	28855	284		0.892
EHM056246	EHA03984	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__DTU072	g__	s__	2.3.0	94.3	0.01	2112649	0.48	146384	27		0.914
EHM056247	EHA03984	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	82.34	0.28	3018625	0.59	7485	510		0.864
EHM056248	EHA03984	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella	s__	2.3.0	83.91	2.47	3910277	0.5	8151	585		0.908
EHM056249	EHA03984	p__Pseudomonadota	c__Gammaproteobacteria	d__Bacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella enterica	2.3.0	100	0.17	4940977	0.52	77724	132		0.878
EHM056250	EHA03984	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	83.52	0.88	3843055	0.48	10185	514		0.899
EHM056251	EHA03984	p__Bacillota_C	c__Negativicutes	d__Bacteria	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__Phascolarctobacterium sp900544795	2.3.0	80.7	1.58	1751566	0.48	6875	331		0.904
EHM056252	EHA03984	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA3700	g__	s__	2.3.0	95.95	0.3	1845570	0.36	360912	10		0.871
EHM056253	EHA03984	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	94.29	0.54	4839582	0.48	76614	100		0.902
EHM056254	EHA03984	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__RGIG4733	s__	2.3.0	100	0.42	4164274	0.43	68402	87		0.899
EHM056255	EHA03984	p__Bacillota	c__Bacilli	d__Bacteria	o__Mycoplasmatales	f__Hepatoplasmataceae	g__Hepatoplasma	s__	2.3.0	91.35	0.09	730202	0.22	444161	24		0.917
EHM056256	EHA03984	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Breznakia	s__	2.3.0	51.81	2.3	1313933	0.31	3220	439		0.912
EHM056257	EHA03984	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__UBA3830	f__	g__	s__	2.3.0	98.31	0.05	863454	0.29	224516	17		0.929
EHM056258	EHA03984	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__14-2	s__	2.3.0	99.02	0.56	3792921	0.42	97082	92		0.895
EHM056259	EHA03984	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__	2.3.0	95.41	0.24	3581426	0.48	163649	35		0.904
EHM056260	EHA03984	p__Bacillota_B	c__Peptococcia	d__Bacteria	o__Peptococcales	f__Peptococcaceae	g__	s__	2.3.0	95.99	0.01	3670640	0.46	19897	278		0.871
EHM056261	EHA03984	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	2.3.0	83.19	2.66	4819223	0.41	40980	202		0.884
EHM056262	EHA03984	p__Spirochaetota	c__Brevinematia	d__Bacteria	o__Brevinematales	f__Brevinemataceae	g__Brevinema	s__	2.3.0	98.38	0.77	1542826	0.37	48631	43		0.908
EHM056263	EHA03984	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	90.71	0.94	3776566	0.5	20055	278		0.909
EHM056264	EHA03984	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	53.34	9.16	3674354	0.38	2262	1603		0.876
EHM056265	EHA03984	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	51.1	9.1	2543822	0.45	12652	239		0.918
EHM056266	EHA03984	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	2.3.0	67.99	7.03	3339018	0.46	3402	1038		0.884
EHM056267	EHA03984	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	58.97	0.49	3027450	0.31	3320	987		0.795
EHM056268	EHA03984	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__	s__	2.3.0	56.25	9.4	2216223	0.57	2219	962		0.897
EHM056269	EHA03984	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	2.3.0	99.96	0.66	2872057	0.6	83800	77		0.885
EHM056270	EHA03984	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__	2.3.0	95	1.8	2961889	0.63	6550	588		0.851
EHM056271	EHA03984	p__Pseudomonadota	c__Gammaproteobacteria	d__Bacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter portucalensis	2.3.0	99.67	0.16	4843935	0.52	122626	100		0.892
EHM056272	EHA03984	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas	s__	2.3.0	69.04	3.82	3410970	0.47	3710	1013		0.893
EHM056273	EHA03984	p__Cyanobacteriota	c__Vampirovibrionia	d__Bacteria	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Limenecus	s__	2.3.0	71.51	2.26	1558182	0.37	3587	470		0.913
EHM056274	EHA03984	p__Campylobacterota	c__Campylobacteria	d__Bacteria	o__Campylobacterales	f__Helicobacteraceae	g__NHYM01	s__	2.3.0	99.86	0.02	1597642	0.32	212527	11		0.919
EHM056353	EHA03991	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__	2.3.0	98.37	1.09	4378521	0.41	40236	158		0.9
EHM056354	EHA03991	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__	2.3.0	50.35	4.93	3136830	0.52	2695	1184		0.852
EHM056355	EHA03991	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__	2.3.0	67.01	3.71	2047171	0.61	3556	637		0.861
EHM056356	EHA03991	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__UBA3830	f__UBA3830	g__	s__	2.3.0	95.21	1.72	1869668	0.32	32816	107		0.844
EHM056357	EHA03991	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	81.72	1.09	3131776	0.32	10458	363		0.867
EHM056358	EHA03991	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	94.69	0.95	5388183	0.48	110097	89		0.892
EHM056359	EHA03991	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__	2.3.0	88.48	0	2285651	0.4	27591	144		0.873
EHM056360	EHA03991	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	81.49	1.1	3753394	0.48	8658	570		0.897
EHM056361	EHA03991	p__Bacillota_B	c__Peptococcia	d__Bacteria	o__Peptococcales	f__Peptococcaceae	g__	s__	2.3.0	85.08	1.33	3085372	0.47	4843	746		0.878
